eGRID2016 Plant file sequence number,Plant state abbreviation,Plant name,Plant latitude,Plant longitude,Plant primary fuel,Plant capacity factor,Plant nameplate capacity (MW),Plant annual net generation (MWh),Plant annual CO2 equivalent emissions (tons)
SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,CAPFAC,NAMEPCAP,PLNGENAN,PLCO2EQA
1834,CA,University of California San Diego,32.8747,-117.2392,NG,0.6827,35.5,212297,"75,613"
1835,CA,Upper Dawson,37.6508,-120.4706,WAT,0.1986,4.4,7654,0
1836,CA,Upper Gorge,37.546036,-118.590001,WAT,0.0948,37.5,31150,0
1837,CA,US Borax,35.0329,-117.701,NG,0.797,48.2,336500,"106,992"
1838,CA,US GSA - Sacramento,38.601354,-121.397929,SUN,,1.1,,
1839,CA,USPS PV,33.977922,-118.2587,SUN,,10.7,,
1840,CA,US-TOPCO (Soccer Center),34.66072,-118.081152,SUN,0,3,0,
1841,CA,UTS SJ1 LLC,37.433056,-121.941944,NG,0.0699,1.5,918,
1842,CA,VA Sepulveda Ambulatory Care Center,34.248889,-118.483333,SUN,0.1923,3.5,5896,0
1843,CA,Vaca Dixon Battery Storage System,38.393333,-121.927778,MWH,0,2,-1413,0
1844,CA,Vaca Dixon Solar Station,38.4106,-121.9264,SUN,0.2299,2,4028,0
1845,CA,Vacaville,38.399444,-121.960278,SUN,0.0565,1,495,0
1846,CA,Valencia 1 Solar CA,33.04358,-115.62779,SUN,,3,,
1847,CA,Valero Refinery Cogeneration Unit 1,38.0736,-122.1411,NG,0.6536,51,292001,"87,018"
1848,CA,Valero Refinery Cogeneration Unit 2,38.073889,-122.140833,OG,,51,,
1849,CA,Valley Center,33.2503,-117.0226,SUN,0.0131,3,345,0
1850,CA,Valley Center 1,33.234167,-117.001667,SUN,0.2817,2.5,6169,0
1851,CA,Valley Center 2,33.234167,-117.001667,SUN,0.2642,5,11571,0
1852,CA,Valley Generating Station,34.244991,-118.391327,NG,0.1676,"1,236.10",1814767,"785,558"
1853,CA,Valley Sanitary District WTP Solar,33.708661,-116.198885,SUN,0,1,0,
1854,CA,Valley View,33.9001,-117.82905,WAT,0.328,4.1,11779,0
1855,CA,Van Norman Bypass Solar Project,34.291111,-118.481111,SUN,,2,,
1856,CA,Vanadium Redox Flow Battery Plant,32.682506,-116.988781,MWH,,2,,
1857,CA,Vasco Winds,37.790833,-121.718055,WND,0.3451,78.2,236400,0
1858,CA,Vega Solar,36.925833,-120.82,SUN,0.2985,20,52293,0
1859,CA,Venable Solar 1,33.598889,-114.571667,SUN,0.2313,1.5,3039,0
1860,CA,Venable Solar 2,33.597222,-114.571667,SUN,0.2456,1.5,3227,0
1861,CA,Venice Hydro,34.01135,-118.4168,WAT,0,10.1,0,
1862,CA,Verizon-Torrance,33.850556,-118.304167,NG,0.7843,1,6870,
1863,CA,Vernon,33.9986,-118.2219,DFO,,30,,
1864,CA,Verwey-Hanford Dairy Digester #1,36.18519,-119.681495,OBG,0.2065,1,1809,2
1865,CA,Victor Dry Farm Ranch A,34.501111,-117.466667,SUN,0.2435,5,10665,0
1866,CA,Victor Dry Farm Ranch B,34.497778,-117.471111,SUN,0.2326,5,10188,0
1867,CA,Victor Mesa Linda B2,34.512778,-117.387222,SUN,0.2899,1.5,3809,0
1868,CA,Victor Mesa Linda C2,34.511389,-117.387222,SUN,0.2796,1.5,3674,0
1869,CA,Victor Mesa Linda D2,34.509444,-117.387222,SUN,0.2884,1.5,3789,0
1870,CA,Victor Mesa Linda E2,34.508056,-117.387222,SUN,0.2881,1.5,3785,0
1871,CA,Victor Valley CC CPV Solar,34.48017,-117.257938,SUN,0.1888,1,1654,0
1872,CA,Victory Garden (Tehachapi),35.0686,-118.3833,WND,0.1104,21.1,20410,0
1873,CA,Victory Garden Phase IV LLC,35.076,-118.3664,WND,0.1775,22,34213,0
1874,CA,Vinam,34.668889,-118.061389,SUN,0.3362,1.5,4418,0
1875,CA,Vintner Solar,35.55795,-120.68287,SUN,0.3304,1.5,4341,0
1876,CA,Vitro Flat Glass LLC,36.69,-119.72,DFO,0,3.3,0,
1877,CA,Volta 1,40.459111,-121.86708,WAT,0.5855,8.5,43593,0
1878,CA,Volta 2,40.45193,-121.86215,WAT,0.5464,1,4786,0
1879,CA,Voyager Wind I,35.046061,-118.28273,WND,,131.1,,
1880,CA,Vulcan-BN Geothermal Power Company,33.1633,-115.6167,GEO,0.7578,39.6,262872,"21,338"
1881,CA,W E Warne,34.6853,-118.7881,WAT,0.4423,74.2,287460,0
1882,CA,W Plant,32.903333,-117.195556,NG,0.8771,4.6,35344,"12,177"
1883,CA,W R Gianelli,37.0692,-121.0772,WAT,0,424,-317173,0
1884,CA,Wadham Energy LP,39.1062,-122.1096,AB,0.7841,28.6,196433,"6,125"
1885,CA,Wagner Wind LLC,33.908889,-116.555556,WND,0.3647,6,19170,0
1886,CA,Walgreens Woodland Distribution Center,38.674894,-121.713362,SUN,0.0525,1,460,0
1887,CA,Walnut,37.4903,-120.9044,NG,0,49.8,-162,435
1888,CA,Walnut Creek Energy Park,34.008709,-117.944864,NG,0.1017,500,445550,"250,006"
1889,CA,Walnut Energy Center,37.4878,-120.8956,NG,0.4578,300.6,1205595,"593,088"
1890,CA,Warm Springs Hydro Project,38.722141,-123.011188,WAT,0.3785,2.7,8952,0
1891,CA,Waste Management Simi Valley LFGTE,34.2822,-118.7944,LFG,0.4883,2.6,11121,0
1892,CA,Waste Management Tri-Cities LFGTE,37.4975,-121.985833,LFG,,4.8,,
1893,CA,Waste Mangement Redwood LFGTE,38.160833,-122.565,LFG,,4,,
1894,CA,Waterman Turnout Hydroelectric,34.172625,-117.278033,WAT,,1,,
1895,CA,Watkins Manufacturing Co.,33.143847,-117.236908,NG,0.2446,2,4286,"5,126"
1896,CA,Watson Cogeneration,33.816647,-118.244841,NG,0.6969,499.2,3047620,"1,006,029"
1897,CA,Watts 3115,34.600833,-117.642222,SUN,0.2525,2,4423,0
1898,CA,Welport Lease Project,35.354444,-119.6617,NG,0.7287,5,31916,"11,626"
1899,CA,West Ford Flat Power Plant,38.7881,-122.7219,GEO,,38,,
1900,CA,West Gates Solar Station,36.142222,-120.1325,SUN,0.2562,10,22441,0
1901,CA,West Point PH,38.420898,-120.549572,WAT,0.6622,13.6,78889,0
1902,CA,West Valley High School Solar,33.719722,-117.009722,SUN,0.1708,1,1496,0
1903,CA,Westend Facility,35.7075,-117.3956,NG,,20,,
1904,CA,Western Antelope Blue Sky B,34.73206,-118.313573,SUN,0.0236,20,4135,0
1905,CA,Western Antelope Blue Sky Ranch A,34.681667,-118.324722,SUN,0.298,20,52202,0
1906,CA,Western Antelope Dry Ranch,34.688889,-118.320278,SUN,0.0209,10,1830,0
1907,CA,Western Power & Steam Inc,35.440539,-119.012861,NG,0.4997,36,157575,"66,539"
1908,CA,Westlands Solar PV Farm,36.138056,-120.075833,SUN,0.2881,18,45434,0
1909,CA,Westmont 300A,33.766067,-118.288925,SUN,,2.9,,
1910,CA,Westmont 300B,33.766067,-118.284733,SUN,0,3,0,
1911,CA,Westmont 400A,33.764227,-118.288925,SUN,,2.3,,
1912,CA,Westmont 400B,33.764227,-118.284733,SUN,,2.2,,
1913,CA,Westside Solar Power PV1,36.219,-119.907,SUN,0.1863,2,3264,0
1914,CA,Westside Solar Station,36.378726,-120.124898,SUN,0.233,15,30612,0
1915,CA,Westwind Trust,33.9683,-116.5347,WND,,31.6,,
1916,CA,Weymouth Solar Plant,34.108618,-117.782246,SUN,0.1078,3,2832,0
1917,CA,Wheelabrator Lassen,40.4352,-122.2704,NG,,38.8,,
1918,CA,Wheelabrator Martell,38.367222,-120.804444,WDS,,23,,
1919,CA,Wheelabrator Norwalk Energy,33.924898,-118.067853,NG,0.1448,30.7,38953,"18,041"
1920,CA,Wheelabrator Shasta,40.428329,-122.279248,WDS,0.5952,62.7,326937,"13,013"
1921,CA,Whiskeytown,40.597617,-122.538683,WAT,0.7903,3.5,24231,0
1922,CA,White River Solar,35.871389,-119.4625,SUN,0.3026,20,53008,0
1923,CA,White River Solar 2,35.874722,-119.046111,SUN,0.3049,19.8,52875,0
1924,CA,White Rock/Slab Creek,38.765336,-120.787366,WAT,0.2739,269.1,645545,0
1925,CA,Whitethorn Solar LLC,37.691,-121.717,SUN,0.2004,3.3,5794,0
1926,CA,Whitewater Hill Wind Partners,33.925,-116.617778,WND,0.2567,61.5,138295,0
1927,CA,Whitewater Hydro Plant,33.934725,-116.640548,WAT,0.1668,1.3,1900,0
1928,CA,Whitney Point Solar,36.376889,-120.138472,SUN,,20,,
1929,CA,Whittier LFG Power Plant #1,33.9716,-118.0481,LFG,0.5143,2.2,9911,0
1930,CA,Wild Horse Power Plant,38.8417,-122.83,GEO,,48,,
1931,CA,Wildomar Solar,33.595176,-117.22649,SUN,,1.2,,
1932,CA,"Wildwood Solar I, LLC",35.615833,-119.578333,SUN,0.2725,19.5,46550,0
1933,CA,Wildwood Solar II,35.63,-119.573889,SUN,,15,,
1934,CA,"Willow Spring Solar 3, LLC",34.845538,-118.317787,SUN,,50,,
1935,CA,"Willow Spring Solar, LLC",34.826697,-118.335211,SUN,,100,,
1936,CA,Wilmington Hydrogen Plant,33.7803,-118.24,WH,0.5616,31.9,156948,0
1937,CA,Windhub Solar A LLC,35.0199,-118.2879,SUN,,20,,
1938,CA,"Windhub Solar B, LLC",35.0133,-118.2698,SUN,,20,,
1939,CA,Windland,35.0522,-118.3581,WND,0.2673,15.3,35825,0
1940,CA,Windpark Unlimited 1,33.9447,-116.6222,WND,0.1668,9.4,13738,0
1941,CA,Windpark Unlimited 2,33.931,-116.6302,WND,0.1815,16.1,25594,0
1942,CA,Windstar 1,35.054167,-118.354722,WND,0.2848,120,299341,0
1943,CA,Wintec Energy Ltd,33.9131,-116.5631,WND,0.0444,5.9,2295,0
1944,CA,Wise,38.889862,-121.098525,WAT,0.4717,16.4,67770,0
1945,CA,Wolfskill Energy Center,38.228522,-122.07525,NG,0.04,47,16450,"11,177"
1946,CA,Woodland Biomass Power Ltd,38.6905,-121.7371,WDS,0.7804,28,191424,"7,177"
1947,CA,Woodland Generation Station,37.652602,-121.020397,NG,0.2813,199,490390,"193,900"
1948,CA,Woodleaf,39.553811,-121.204077,WAT,0.4524,59,233808,0
1949,CA,Woodmere Solar Farm,35.323056,-118.821389,SUN,0.2733,15,35917,0
1950,CA,Woodward Power Plant,37.860653,-120.879153,WAT,0.0962,2.8,2359,0
1951,CA,Wright Solar Park,37.009444,-120.957222,SUN,,200,,
1952,CA,WWTP Power Generation Station,37.8258,-122.2961,OBG,0.3569,6.6,20637,88
1953,CA,Xilinx San Jose,37.252778,-121.934167,NG,0.5758,1.1,5548,
1954,CA,Yahoo! - HQ,37.415419,-122.025747,NG,0.7781,1.1,7498,
1955,CA,Yerba Buena,37.305833,-121.755,MWH,0,4,-2611,0
1956,CA,Yolo County Solar Project,38.659722,-121.7294,SUN,0.2215,1,1940,0
1957,CA,Yorba Linda,33.9117,-117.8192,WAT,0.1859,5.1,8306,0
1958,CA,Yuba City Cogen Partners,39.13667,-121.639846,NG,0.0332,49,14245,"6,319"
1959,CA,Yuba City Energy Center,39.1365,-121.6397,NG,0.5461,49.5,236799,"15,366"
1960,CA,Yuba City Energy Center,39.1392,-121.6387,NG,0.0735,47.3,30446,"21,433"
1961,CA,ZCO,35.0772,-118.3811,WND,0.1216,1.6,1704,0
1962,CA,Zero Waste Energy Development Co LLC,37.4325,-121.95285,OBG,0.4273,1.6,5989,2
1963,CO,Adams Community Solar Garden III LLC,39.7867,-104.5877,SUN,0.2792,1.2,2935,0
1964,CO,Adams Community Solar Garden LLC,39.7876,-104.5859,SUN,0.2792,1.2,2935,0
1965,CO,AFA Solar Farm,38.957901,-104.806627,SUN,0.24,5.5,11563,0
1966,CO,Airport 1 Solar (DIA),39.899444,-104.675338,SUN,0.192,1.5,2523,0
1967,CO,Airport Industrial,38.2844,-104.5308,DFO,0,10,-209,54
1968,CO,Alamosa,37.4594,-105.8947,NG,0.0087,53.2,4072,"4,054"
1969,CO,American Gypsum Cogeneration,39.648565,-106.949394,NG,0.2323,9.6,19535,"20,065"
1970,CO,Ames Hydro,37.866,-107.8831,WAT,0.2211,3.6,6972,0
1971,CO,Arapahoe,39.67,-105.0028,SUB,,240.5,,
1972,CO,Arapahoe 3 Community Solar Array,39.638358,-104.674249,SUN,,1.8,,
1973,CO,Arapahoe Combustion Turbine Facility,39.6692,-105.0018,NG,0.0349,194,59277,"32,843"
1974,CO,Basalt,39.363056,-106.821944,WAT,0.518,5,22690,0
1975,CO,BHE Pueblo 2 Community Solar Array,38.284425,-104.523951,SUN,,1.5,,
1976,CO,Big Thompson,40.421031,-105.223804,WAT,0.1452,4.5,5722,0
1977,CO,Bison Solar LLC,40.863809,-105.0111,SUN,0.043,30,11305,0
1978,CO,Blue Mesa,38.453191,-107.337483,WAT,0.3342,86.4,252915,0
1979,CO,Blue Spruce Energy Center,39.747875,-104.681404,NG,0.0522,397.8,181945,"137,167"
1980,CO,Boulder Canyon Hydro,40.004725,-105.332495,WAT,0.0553,25,12119,0
1981,CO,Boulder City Betasso Hydro Plant,40.0111,-105.3347,WAT,0.2683,3,7050,0
1982,CO,Boulder City Lakewood Hydro,40.0111,-105.3347,WAT,0.2299,3.5,7050,0
1983,CO,Boulder City Silver Lake Hydro,39.991311,-105.50003,WAT,0.3133,3.3,9058,0
1984,CO,Brighton PV Solar Plant,39.9825,-104.940833,SUN,0.2258,1.8,3560,0
1985,CO,Brush Power Projects,40.2415,-103.631,NG,0.0122,297.2,31792,"13,154"
1986,CO,Burlington (CO),39.3561,-102.2431,DFO,0.0014,129.4,1533,"1,578"
1987,CO,Busch Ranch Wind Energy Farm,37.801111,-104.491944,WND,0.3757,29,95452,0
1988,CO,Cabin Creek,39.6551,-105.7088,WAT,0,300,-179267,0
1989,CO,Cameo,39.127778,-108.326111,BIT,,75,,
1990,CO,Carousel Wind Farm LLC,39.334,-102.173,WND,0.4412,150,579696,0
1991,CO,Carson Solar I,38.7228,-104.7817,SUN,0.1538,2,2695,0
1992,CO,Carter Hydro,40.324167,-105.208889,WAT,0.3633,2.6,8275,0
1993,CO,Castle Creek Hydroplant,39.195,-106.835,WAT,,1.2,,
1994,CO,Cedar Creek II,40.9475,-103.783889,WND,0.3456,248.3,751628,0
1995,CO,Cedar Creek Wind,40.8944,-104.0206,WND,0.324,300.5,852867,0
1996,CO,Cedar Point Wind,39.421787,-103.67814,WND,0.2996,252,661318,0
1997,CO,Center,37.753606,-106.10467,DFO,0,1.5,0,
1998,CO,Cherokee,39.807275,-104.964548,BIT,0.3707,"1,426.90",4633893,"3,572,342"
1999,CO,City & County of Denver at Denver Int'l,39.904133,-104.654183,SUN,0.2363,3.4,7039,0
2000,CO,City of Boulder WWTP,40.048025,-105.180327,SUN,0.0887,1,777,0
2001,CO,Clear Spring Ranch PV Project,38.602102,-104.694688,SUN,0.0247,10,2167,0
2002,CO,Cogentrix of Alamosa,37.598579,-105.955832,SUN,0.243,30,63848,0
2003,CO,Colorado Energy Nations Company,39.7606,-105.215,NG,0.5592,35.4,173412,"63,461"
2004,CO,Colorado Green Holdings LLC,37.7033,-102.6231,WND,0.3566,162,506052,0
2005,CO,Colorado Highlands Wind,40.756944,-102.743055,WND,0.3903,110.7,378519,0
2006,CO,Comanche (470),38.2081,-104.5747,SUB,0.6324,"1,635.30",9059710,"9,728,762"
2007,CO,Comanche Solar,38.205278,-104.566667,SUN,0.0805,120,84592,0
2008,CO,Conejos 1 Community Solar Array,37.195886,-105.982424,SUN,,1.5,,
2009,CO,Coyote Ridge Community Solar,40.500969,-105.13143,SUN,,1.5,,
2010,CO,Craig,40.4627,-107.5912,SUB,0.6657,"1,427.60",8325433,"9,176,612"
2011,CO,Crystal,38.510573,-107.625335,WAT,0.7167,28,175780,0
2012,CO,CSU Pueblo,38.306111,-104.58,SUN,0.2054,1,1799,0
2013,CO,DADS Gas Recovery,39.6522,-104.7161,LFG,0.7947,3.2,22276,0
2014,CO,Denver Int Airport,39.836789,-104.697149,SUN,0.1926,1.9,3205,0
2015,CO,Denver Intl Airport IV Solar,39.900556,-104.669444,SUN,0.2205,1.5,2897,0
2016,CO,Dillon Hydro Plant,39.6208,-106.0662,WAT,0.8723,1.8,13754,0
2017,CO,DOE Golden NREL Main Campus,39.740896,-105.170993,SUN,0.0966,3.3,2792,0
2018,CO,DOE Golden NWTC Load Side,39.909,-105.2318,SUN,0.1746,1.1,1682,0
2019,CO,DOE Golden NWTC Turbine Side,39.9139,-105.2153,WND,0.0153,8.8,1177,0
2020,CO,Drop 5,38.404377,-107.810213,WAT,,2.4,,
2021,CO,Eagle Springs Solar LLC,39.526111,-107.696111,SUN,0.1707,1,1495,0
2022,CO,Eagle Valley Clean Energy LLC Biomass,39.648056,-106.943056,WDS,0.7775,12.6,85822,"2,707"
2023,CO,Estes,40.376771,-105.509665,WAT,0.2911,45,114737,0
2024,CO,Flatiron,40.364996,-105.236032,WAT,0.2514,94.5,208112,0
2025,CO,Foothills Hydro Plant,39.4588,-105.0657,WAT,0.2263,3.1,6145,0
2026,CO,Fort Lupton,40.0922,-104.796,NG,0.0025,100.8,2161,"1,981"
2027,CO,Fort St. Vrain,40.2461,-104.8742,NG,0.2821,"1,148.50",2838269,"1,338,411"
2028,CO,Fountain Valley Power Plant,38.5569,-104.6875,NG,0.0703,228,140376,"95,470"
2029,CO,Frank Knutson Station,39.941129,-104.682015,NG,0.0116,154.2,15621,"13,013"
2030,CO,Front Range Power Plant,38.6281,-104.7069,NG,0.4805,541,2276960,"1,076,849"
2031,CO,Front Range Project,40.029444,-105.004722,LFG,0.5657,4.8,23786,0
2032,CO,Fruita,39.1364,-108.7347,NG,0.0011,26.6,258,472
2033,CO,George Birdsall,38.881389,-104.816944,NG,0.0069,59.6,3600,"3,528"
2034,CO,Georgetown Hydro,39.6919,-105.6978,WAT,0.3499,1.2,3678,0
2035,CO,Golden West Power Partners LLC,38.935,-104.212,WND,0.3893,250,852605,0
2036,CO,Granby Hydro,40.1464,-105.8683,WAT,0.3376,1.2,3549,0
2037,CO,Grand Valley Project Power Plant,39.101667,-108.345556,WAT,0.4075,3,10710,0
2038,CO,Greater Sandhill I,37.685467,-105.8909,SUN,0.2842,19,47303,0
2039,CO,Green Mountain,39.878805,-106.332725,WAT,0.2615,26,59568,0
2040,CO,Gross Hydro Plant,39.9456,-105.3565,WAT,0.2467,7.8,16857,0
2041,CO,Hayden,40.4856,-107.185,BIT,0.5915,465.4,2411463,"2,918,280"
2042,CO,Highland Park Project,39.735278,-105.648611,WND,,150,,
2043,CO,Hillcrest Pump Station,39.6419,-104.9138,WAT,0.4291,2,7518,0
2044,CO,Holly,38.032717,-102.073659,DFO,0,5.5,0,
2045,CO,Hooper Solar,37.691863,-105.990812,SUN,0.2731,52,124418,0
2046,CO,Huerfano River Wind,37.772222,-104.832222,WND,0.2442,8,17115,0
2047,CO,J M Shafer,40.0986,-104.7736,NG,0.1575,396.9,547556,"270,893"
2048,CO,"Jeffco Community Solar Gardens, LLC",39.859564,-105.149694,SUN,0.1399,1.2,1471,0
2049,CO,Julesburg,40.9505,-102.2795,DFO,0,3.7,0,
2050,CO,Kit Carson Windpower,39.3383,-102.3533,WND,0.4148,51,185296,0
2051,CO,La Junta,37.9876,-103.5468,DFO,0,19,-948,13
2052,CO,Lamar,38.033327,-102.537915,WND,0.0185,63.7,10343,0
2053,CO,Las Animas,38.0647,-103.2159,DFO,0,5.6,-89,24
2054,CO,Limon Generating Station,39.2038,-103.7005,NG,0.0379,154.2,51200,"39,461"
2055,CO,Limon III Wind LLC,39.353333,-103.474167,WND,0.4509,200.6,792326,0
2056,CO,Limon Wind I,39.380975,-103.573236,WND,0.4002,200,701195,0
2057,CO,Limon Wind II,39.341389,-103.581111,WND,0.3453,200,605023,0
2058,CO,Logan 1 Community Solar Array,40.609968,-103.145084,SUN,,1.7,,
2059,CO,Logan Wind Energy,40.941,-103.259,WND,0.3366,201,592579,0
2060,CO,Lower Molina,39.19366,-108.044088,WAT,0.3088,5.6,15148,0
2061,CO,Manchief Generating Station,40.217143,-103.68504,NG,0.0294,300,77211,"50,233"
2062,CO,Manitou Springs,38.855556,-104.933056,WAT,0.3188,6,16755,0
2063,CO,Martin Drake,38.824444,-104.833333,SUB,0.4618,257,1039675,"1,332,355"
2064,CO,Marys Lake,40.34408,-105.534308,WAT,0.5185,8.1,36793,0
2065,CO,McPhee,37.57522,-108.574002,WAT,0.4809,1.2,5055,0
2066,CO,Mesa PV1,39.0672,-108.509139,SUN,0.2376,1.6,3330,0
2067,CO,Metro Wastewater Reclamation District,39.8078,-104.9542,OBG,0.2315,15,30421,13
2068,CO,Morrow Point,38.451753,-107.539299,WAT,0.2154,173.2,326775,0
2069,CO,Mount Elbert,39.094197,-106.352331,WAT,0,200,-80734,0
2070,CO,North Fork Hydro Plant,39.4616,-105.677,WAT,0.1472,5.5,7092,0
2071,CO,Northern Colorado Wind LLC,40.9881,-102.8969,WND,0.2505,174.3,382398,0
2072,CO,Nucla,38.2383,-108.5069,BIT,0.2234,113.8,222726,"340,937"
2073,CO,OREG 4 Peetz,40.9925,-102.853056,WH,0.2899,4.5,11427,0
2074,CO,Panasonic Carport Solar,39.808719,-104.781494,,,2.3,,
2075,CO,Pawnee,40.2217,-103.6803,SUB,0.5592,552.3,2705324,"3,425,999"
2076,CO,Peak View Wind Farm,37.710444,-104.505464,WND,0.0617,60.8,32855,0
2077,CO,Peetz Table Wind Energy,40.986,-103.436,WND,0.3527,199.5,616321,0
2078,CO,Pikes Peak Solar Garden 1 LLC,38.7745,-104.7458,SUN,0.2606,2,4566,0
2079,CO,Plains End,39.857499,-105.225967,NG,0.008,114,8028,"4,826"
2080,CO,Plains End II LLC,39.8586,-105.2256,NG,0.0146,117.6,15041,"8,442"
2081,CO,Pole Hill,40.365056,-105.325074,WAT,0.5697,38.2,190647,0
2082,CO,Ponnequin,40.990489,-104.816686,WND,,26.5,,
2083,CO,Ponnequin Phase 1,40.99616,-104.824943,WND,,5.2,,
2084,CO,Pueblo,38.2667,-104.6144,DFO,0,32.5,-33,77
2085,CO,Pueblo Airport Generating Station,38.320833,-104.52639,NG,0.2927,540,1384649,"668,586"
2086,CO,Rawhide Energy Station,40.860905,-105.021207,SUB,0.3221,800.4,2258598,"2,362,476"
2087,CO,Ray D Nixon,38.633451,-104.70577,SUB,0.4877,282.6,1207359,"1,416,931"
2088,CO,Redlands Water & Power,39.067347,-108.592791,WAT,0.6561,1.4,8046,0
2089,CO,Ridge Crest Wind Partners,40.945911,-103.162028,WND,0.3065,29.7,79739,0
2090,CO,Rifle Generating Station,39.5173,-107.7299,NG,0.0025,84,1804,828
2091,CO,Rocky Ford,38.0492,-103.7136,DFO,0,10,-199,189
2092,CO,Rocky Mountain Energy Center,40.0908,-104.5953,NG,0.31,685.1,1860525,"935,390"
2093,CO,Rush Creek Wind,39.172111,-103.845358,WND,,600,,
2094,CO,Ruxton Park,38.841354,-104.973802,WAT,0.0729,1.2,766,0
2095,CO,RV CSU Power II LLC,40.592841,-105.147097,SUN,0.1938,3,5093,0
2096,CO,RV CSU Power LLC,40.591099,-105.145904,SUN,0.277,1.9,4610,0
2097,CO,Salida,38.53419,-106.182003,WAT,0.1725,1.4,2116,0
2098,CO,"San Isabel Solar, LLC",37.372,-104.843,SUN,0.0163,30,4287,0
2099,CO,San Luis Valley Solar Ranch,37.694535,-105.927622,SUN,0.2519,35,77242,0
2100,CO,SECC,38.881667,-104.818056,DFO,,1.5,,
2101,CO,Shavano Falls Hydro,38.491966,-108.002283,WAT,0,2.8,0,
2102,CO,Shavano Falls Hydro Drop 4,38.450483,-107.776727,WAT,0,4.8,0,
2103,CO,Shoshone (CO),39.57013,-107.226876,WAT,0.6583,14.4,83045,0
2104,CO,Skylark,40.577889,-104.894792,SUN,0.2596,4,9096,0
2105,CO,SMPA Solar 1,38.2725,-108.785556,SUN,0.2126,1,1862,0
2106,CO,South Canal Hydro-1,38.483333,-107.755,WAT,0.4371,4,15317,0
2107,CO,South Canal Hydro-3,38.470278,-107.771389,WAT,0.4358,3.5,13360,0
2108,CO,Spindle Hill Energy Center,40.092192,-104.887844,NG,0.0155,420,57133,"37,274"
2109,CO,Spring Canyon,40.983,-102.9647,WND,0.3854,60,202556,0
2110,CO,Spring Canyon Expansion Wind Energy Ctr,40.964167,-103.077222,WND,0.4714,62.6,258507,0
2111,CO,Springfield (CO),37.4028,-102.6217,DFO,0,2.7,0,
2112,CO,SR Jenkins Ft Lupton,40.081444,-104.746661,SUN,0.1772,13,20184,0
2113,CO,SR Kersey,40.386197,-104.55095,SUN,,3.5,,
2114,CO,SR Mavericks,40.23,-105.03,SUN,0.0068,6.5,385,0
2115,CO,SR Skylark B,40.579472,-104.895675,SUN,0.0481,2,842,0
2116,CO,Sterling PV 3,40.6316,-103.194694,SUN,0.2706,1.6,3792,0
2117,CO,Strontia Springs Hydro Plant,39.4326,-105.1263,WAT,0.3845,1,3368,0
2118,CO,Sugarloaf Hydro Plant,39.252672,-106.374808,WAT,0.2563,2.5,5612,0
2119,CO,SunE Alamosa,37.690304,-105.880501,SUN,0.0367,8.2,2636,0
2120,CO,Sunnyside Ranch Community Solar Array,39.415027,-107.157188,SUN,0.2382,1.5,3130,0
2121,CO,Tacoma,37.52372,-107.782786,WAT,0.0564,8.1,4005,0
2122,CO,Taylor Draw Hydroelectric Facility,40.106269,-108.711161,WAT,0.5379,2.3,10837,0
2123,CO,Tesla,38.973655,-104.901141,WAT,0.2817,27.6,68115,0
2124,CO,Thermo Greeley,40.4406,-104.6863,NG,,37,,
2125,CO,Towaoc,37.429538,-108.574871,WAT,0.1789,11.4,17862,0
2126,CO,Tri-County Water Hydropower Project,38.239167,-107.758056,WAT,0.3342,8,23418,0
2127,CO,Trinidad (CO),37.178979,-104.487492,NG,0.0003,12.9,38,25
2128,CO,Trishe Wind Colorado,40.627222,-102.626389,WND,,30,,
2129,CO,Twin Buttes II Wind,37.773,-102.546,WND,,75,,
2130,CO,Twin Buttes Wind Project,37.6735,-102.8622,WND,0.3992,75,262259,0
2131,CO,University of Colorado,40.00759,-105.269204,NG,0.0072,33,2067,691
2132,CO,Upper Molina,39.143808,-108.004777,WAT,0.2988,9.9,25913,0
2133,CO,Vallecito Hydroelectric,37.377715,-107.578745,WAT,0.4527,5.8,23000,0
2134,CO,Valley View Solar,40.418786,-104.891944,SUN,0.2828,4,9910,0
2135,CO,Valmont,40.0195,-105.202,BIT,0.4596,251,1010565,"1,112,586"
2136,CO,Valmont Combustion Turbine Facility,40.0205,-105.2009,NG,0,142.2,0,
2137,CO,"Vestas Towers America, Inc.",38.1728,-104.62,WND,0.0803,4.8,3378,0
2138,CO,Victory Solar LLC,39.795,-104.433,SUN,0.0104,12.8,1162,0
2139,CO,W N Clark,38.4344,-105.25,BIT,,43.7,,
2140,CO,Weld 1 Community Solar Array,40.232146,-104.791865,SUN,,1.5,,
2141,CO,Western Sugar Coop- Ft Morgan,40.263,-103.8069,SUB,0.2952,3,7758,"4,717"
2142,CO,Williams Fork Hydro Plant,40.035,-106.2053,WAT,0.4267,3.5,13082,0
2143,CO,Williams Ignacio Natural Gas Plant,37.145556,-107.784722,WH,0.7853,6.1,41961,0
2144,CO,WWRF Solar Plant,39.522904,-107.81341,SUN,0.2002,1.7,2981,0
2145,CO,Xcel Adams 1 Community Solar Array,39.765479,-104.588631,SUN,,1.8,,
2146,CO,Xcel Adams 2 Community Solar Array,39.784937,-104.583391,SUN,,1.5,,
2147,CO,Zuni,39.737348,-105.016991,NG,,115.2,,
2148,CT,"Advance Stores Company, Inc",42.015023,-72.511892,SUN,0.1652,1,1447,0
